clustername	contigname
5388	S4CS18097D-03-12_S0_L001CNODE_16006_length_2913_cov_3.324703
10455	S3CS18097D-03-11_S0_L001CNODE_20332_length_2690_cov_3.741556
8607	S2CS18097D-03-07_S0_L001CNODE_7578_length_4190_cov_5.192745
15670	S3CS18097D-03-11_S0_L001CNODE_25843_length_2327_cov_3.425616
nneighs_6270	S1CS18097D-03-02_S0_L001CNODE_10912_length_3924_cov_3.760662
nneighs_6270	S4CS18097D-03-12_S0_L001CNODE_7946_length_4489_cov_3.761840
25886	S5CS18097D-03-06_S0_L001CNODE_25979_length_2000_cov_2.669409
3840	S5CS18097D-03-06_S0_L001CNODE_12373_length_3181_cov_4.132438
12193	S1CS18097D-03-02_S0_L001CNODE_22580_length_2518_cov_5.812018
17562	S3CS18097D-03-11_S0_L001CNODE_27406_length_2250_cov_5.094305
nneighs_6617	S5CS18097D-03-06_S0_L001CNODE_15127_length_2805_cov_16.950545
nneighs_6617	S1CS18097D-03-02_S0_L001CNODE_11648_length_3766_cov_12.994072
14289	S1CS18097D-03-02_S0_L001CNODE_24514_length_2396_cov_4.283639
3159	S2CS18097D-03-07_S0_L001CNODE_11018_length_3347_cov_13.230559
16339	S3CS18097D-03-11_S0_L001CNODE_26385_length_2299_cov_3.424688
nneighs_4731	S1CS18097D-03-02_S0_L001CNODE_23148_length_2481_cov_6.772877
nneighs_4731	S4CS18097D-03-12_S0_L001CNODE_14493_length_3096_cov_3.951661
nneighs_4731	S4CS18097D-03-12_S0_L001CNODE_21310_length_2438_cov_6.701637
nneighs_4731	S2CS18097D-03-07_S0_L001CNODE_20464_length_2306_cov_5.486006
nneighs_4731	S1CS18097D-03-02_S0_L001CNODE_7912_length_4752_cov_9.698744
nneighs_4731	S3CS18097D-03-11_S0_L001CNODE_25645_length_2338_cov_8.145423
nneighs_7823	S3CS18097D-03-11_S0_L001CNODE_21261_length_2621_cov_4.160171
nneighs_7823	S1CS18097D-03-02_S0_L001CNODE_14458_length_3308_cov_5.513680
nneighs_17915	S3CS18097D-03-11_S0_L001CNODE_2944_length_7934_cov_5.347506
nneighs_17915	S5CS18097D-03-06_S0_L001CNODE_4299_length_5940_cov_4.318946
10426	S3CS18097D-03-11_S0_L001CNODE_20145_length_2704_cov_8.542846
10426	S1CS18097D-03-02_S0_L001CNODE_28847_length_2169_cov_12.690161
10426	S3CS18097D-03-11_S0_L001CNODE_32335_length_2037_cov_6.698789
8624	S3CS18097D-03-11_S0_L001CNODE_13303_length_3457_cov_4.241917
8624	S3CS18097D-03-11_S0_L001CNODE_9714_length_4160_cov_4.071376
18542	S5CS18097D-03-06_S0_L001CNODE_22180_length_2213_cov_2.111214
nneighs_18762	S5CS18097D-03-06_S0_L001CNODE_6492_length_4693_cov_7.027598
nneighs_18762	S3CS18097D-03-11_S0_L001CNODE_23421_length_2467_cov_9.201078
nneighs_18762	S3CS18097D-03-11_S0_L001CNODE_11087_length_3843_cov_12.832893
11186	S3CS18097D-03-11_S0_L001CNODE_21670_length_2590_cov_3.525049
nneighs_14980	S2CS18097D-03-07_S0_L001CNODE_9343_length_3690_cov_4.325997
nneighs_14980	S4CS18097D-03-12_S0_L001CNODE_11335_length_3612_cov_5.513635
nneighs_11116	S1CS18097D-03-02_S0_L001CNODE_23406_length_2465_cov_7.046473
nneighs_11116	S2CS18097D-03-07_S0_L001CNODE_14751_length_2809_cov_12.815178
nneighs_11116	S4CS18097D-03-12_S0_L001CNODE_18689_length_2641_cov_8.561485
10803	S2CS18097D-03-07_S0_L001CNODE_16590_length_2621_cov_4.567420
13010	S3CS18097D-03-11_S0_L001CNODE_23413_length_2468_cov_4.018649
nneighs_13052	S1CS18097D-03-02_S0_L001CNODE_30079_length_2113_cov_31.334305
nneighs_13052	S4CS18097D-03-12_S0_L001CNODE_6696_length_4921_cov_9.797781
3413	S2CS18097D-03-07_S0_L001CNODE_11339_length_3285_cov_5.476161
nneighs_4408	S3CS18097D-03-11_S0_L001CNODE_13462_length_3437_cov_3.501478
nneighs_4408	S1CS18097D-03-02_S0_L001CNODE_7282_length_4967_cov_44.686075
nneighs_4408	S2CS18097D-03-07_S0_L001CNODE_8293_length_3971_cov_3.474719
nneighs_4408	S5CS18097D-03-06_S0_L001CNODE_7905_length_4185_cov_3.988136
7110	S5CS18097D-03-06_S0_L001CNODE_16093_length_2705_cov_4.058113
nneighs_19003	S3CS18097D-03-11_S0_L001CNODE_13386_length_3446_cov_4.337364
nneighs_19003	S5CS18097D-03-06_S0_L001CNODE_5121_length_5399_cov_5.093001
2657	S3CS18097D-03-11_S0_L001CNODE_12965_length_3509_cov_4.407643
nneighs_16386	S2CS18097D-03-07_S0_L001CNODE_17910_length_2502_cov_7.088271
nneighs_16386	S3CS18097D-03-11_S0_L001CNODE_18547_length_2843_cov_6.379484
3343	S1CS18097D-03-02_S0_L001CNODE_14546_length_3298_cov_18.074006
nneighs_5309	S3CS18097D-03-11_S0_L001CNODE_8906_length_4391_cov_19.669511
nneighs_5309	S5CS18097D-03-06_S0_L001CNODE_6146_length_4849_cov_12.333333
nneighs_5309	S2CS18097D-03-07_S0_L001CNODE_4374_length_5665_cov_18.389840
nneighs_5309	S1CS18097D-03-02_S0_L001CNODE_8982_length_4412_cov_15.894193
nneighs_5309	S4CS18097D-03-12_S0_L001CNODE_5237_length_5663_cov_15.049215
22775	S5CS18097D-03-06_S0_L001CNODE_24408_length_2079_cov_4.992095
770	S2CS18097D-03-07_S0_L001CNODE_5401_length_5061_cov_4.763484
nneighs_12594	S2CS18097D-03-07_S0_L001CNODE_21403_length_2244_cov_11.315669
nneighs_12594	S1CS18097D-03-02_S0_L001CNODE_28327_length_2193_cov_6.821796
nneighs_12594	S4CS18097D-03-12_S0_L001CNODE_23497_length_2288_cov_8.381102
nneighs_12594	S3CS18097D-03-11_S0_L001CNODE_27243_length_2258_cov_7.540172
nneighs_10149	S4CS18097D-03-12_S0_L001CNODE_23435_length_2293_cov_3.492851
nneighs_10149	S1CS18097D-03-02_S0_L001CNODE_20546_length_2665_cov_5.095402
15933	S5CS18097D-03-06_S0_L001CNODE_20560_length_2315_cov_3.051770
4324	S3CS18097D-03-11_S0_L001CNODE_16178_length_3083_cov_3.928005
6597	S2CS18097D-03-07_S0_L001CNODE_15147_length_2762_cov_4.031400
8626	S2CS18097D-03-07_S0_L001CNODE_7667_length_4158_cov_9.749452
nneighs_20463	S5CS18097D-03-06_S0_L001CNODE_18904_length_2446_cov_2.404433
nneighs_20463	S3CS18097D-03-11_S0_L001CNODE_28325_length_2205_cov_3.353023
18237	S1CS18097D-03-02_S0_L001CNODE_27721_length_2224_cov_2.428308
18868	S3CS18097D-03-11_S0_L001CNODE_28393_length_2201_cov_14.124418
25153	S3CS18097D-03-11_S0_L001CNODE_32865_length_2018_cov_3.129903
nneighs_7502	S3CS18097D-03-11_S0_L001CNODE_31832_length_2055_cov_5.854000
nneighs_7502	S1CS18097D-03-02_S0_L001CNODE_13657_length_3426_cov_5.425393
nneighs_7502	S2CS18097D-03-07_S0_L001CNODE_6717_length_4495_cov_5.429505
nneighs_7502	S3CS18097D-03-11_S0_L001CNODE_27168_length_2263_cov_4.339674
nneighs_7502	S4CS18097D-03-12_S0_L001CNODE_10752_length_3737_cov_5.259913
4623	S3CS18097D-03-11_S0_L001CNODE_16686_length_3029_cov_3.469401
15488	S3CS18097D-03-11_S0_L001CNODE_25703_length_2335_cov_5.862281
13718	S4CS18097D-03-12_S0_L001CNODE_21430_length_2429_cov_6.443134
nneighs_13398	S4CS18097D-03-12_S0_L001CNODE_19858_length_2544_cov_4.410607
nneighs_13398	S1CS18097D-03-02_S0_L001CNODE_31460_length_2058_cov_2.993010
12940	S2CS18097D-03-07_S0_L001CNODE_18294_length_2472_cov_6.783616
2747	S1CS18097D-03-02_S0_L001CNODE_13333_length_3476_cov_4.563286
18642	S3CS18097D-03-11_S0_L001CNODE_28228_length_2209_cov_3.358867
nneighs_834	S5CS18097D-03-06_S0_L001CNODE_17696_length_2546_cov_3.376957
nneighs_834	S4CS18097D-03-12_S0_L001CNODE_22543_length_2349_cov_2.771142
nneighs_834	S4CS18097D-03-12_S0_L001CNODE_26304_length_2137_cov_3.325168
nneighs_834	S1CS18097D-03-02_S0_L001CNODE_1292_length_11431_cov_6.236023
1058	S3CS18097D-03-11_S0_L001CNODE_8351_length_4549_cov_9.683578
18250	S1CS18097D-03-02_S0_L001CNODE_27728_length_2223_cov_6.068727
5496	S4CS18097D-03-12_S0_L001CNODE_16138_length_2897_cov_4.072836
14375	S5CS18097D-03-06_S0_L001CNODE_19529_length_2392_cov_2.968335
nneighs_19230	S5CS18097D-03-06_S0_L001CNODE_15877_length_2727_cov_4.150823
nneighs_19230	S3CS18097D-03-11_S0_L001CNODE_15568_length_3159_cov_3.130477
5335	S1CS18097D-03-02_S0_L001CNODE_17775_length_2920_cov_2.459686
24793	S1CS18097D-03-02_S0_L001CNODE_32177_length_2027_cov_5.700811
7453	S4CS18097D-03-12_S0_L001CNODE_18393_length_2670_cov_2.420650
4448	S1CS18097D-03-02_S0_L001CNODE_16482_length_3060_cov_2.113478
7237	S1CS18097D-03-02_S0_L001CNODE_20248_length_2693_cov_4.951478
nneighs_11922	S1CS18097D-03-02_S0_L001CNODE_26019_length_2310_cov_3.099778
nneighs_11922	S5CS18097D-03-06_S0_L001CNODE_16822_length_2633_cov_4.260667
nneighs_7678	S5CS18097D-03-06_S0_L001CNODE_25354_length_2031_cov_7.227227
nneighs_7678	S2CS18097D-03-07_S0_L001CNODE_14187_length_2877_cov_8.002126
nneighs_7678	S2CS18097D-03-07_S0_L001CNODE_16051_length_2676_cov_8.629531
nneighs_7678	S5CS18097D-03-06_S0_L001CNODE_13684_length_2982_cov_5.763580
nneighs_7678	S1CS18097D-03-02_S0_L001CNODE_14085_length_3359_cov_12.917676
nneighs_7678	S3CS18097D-03-11_S0_L001CNODE_11852_length_3693_cov_9.054151
nneighs_7678	S4CS18097D-03-12_S0_L001CNODE_11458_length_3585_cov_7.950708
2958	S1CS18097D-03-02_S0_L001CNODE_13775_length_3409_cov_4.238223
23400	S4CS18097D-03-12_S0_L001CNODE_27811_length_2062_cov_8.784753
4649	S1CS18097D-03-02_S0_L001CNODE_16807_length_3024_cov_3.404513
6466	S3CS18097D-03-11_S0_L001CNODE_19246_length_2776_cov_3.535465
10954	S1CS18097D-03-02_S0_L001CNODE_21310_length_2608_cov_2.567176
20153	S2CS18097D-03-07_S0_L001CNODE_22872_length_2157_cov_15.640343
1811	S5CS18097D-03-06_S0_L001CNODE_8899_length_3892_cov_3.941360
18899	S5CS18097D-03-06_S0_L001CNODE_22375_length_2200_cov_2.931002
13146	S1CS18097D-03-02_S0_L001CNODE_23458_length_2462_cov_3.372248
3008	S1CS18097D-03-02_S0_L001CNODE_13869_length_3394_cov_5.083558
4907	S1CS18097D-03-02_S0_L001CNODE_17164_length_2985_cov_4.496928
23201	S5CS18097D-03-06_S0_L001CNODE_24603_length_2068_cov_4.187283
20529	S1CS18097D-03-02_S0_L001CNODE_29387_length_2145_cov_3.167943
24303	S4CS18097D-03-12_S0_L001CNODE_28298_length_2040_cov_11.015113
24660	S4CS18097D-03-12_S0_L001CNODE_28512_length_2031_cov_3.539474
7477	S3CS18097D-03-11_S0_L001CNODE_20632_length_2668_cov_2.826636
19652	S4CS18097D-03-12_S0_L001CNODE_25542_length_2174_cov_2.652666
nneighs_14070	S4CS18097D-03-12_S0_L001CNODE_7239_length_4734_cov_6.174396
nneighs_14070	S3CS18097D-03-11_S0_L001CNODE_4349_length_6465_cov_7.646646
nneighs_14070	S2CS18097D-03-07_S0_L001CNODE_3318_length_6566_cov_6.435417
nneighs_14070	S5CS18097D-03-06_S0_L001CNODE_3543_length_6615_cov_8.010823
nneighs_14070	S4CS18097D-03-12_S0_L001CNODE_25529_length_2174_cov_5.674847
nneighs_13670	S5CS18097D-03-06_S0_L001CNODE_25650_length_2015_cov_44.045408
nneighs_13670	S1CS18097D-03-02_S0_L001CNODE_32625_length_2010_cov_52.586701
nneighs_13670	S2CS18097D-03-07_S0_L001CNODE_12851_length_3053_cov_31.134089
nneighs_13670	S4CS18097D-03-12_S0_L001CNODE_18102_length_2696_cov_32.304430
24882	S1CS18097D-03-02_S0_L001CNODE_32232_length_2025_cov_2.299492
8701	S4CS18097D-03-12_S0_L001CNODE_9485_length_4038_cov_6.014060
21444	S3CS18097D-03-11_S0_L001CNODE_30283_length_2118_cov_6.500727
nneighs_9078	S5CS18097D-03-06_S0_L001CNODE_14677_length_2858_cov_19.851588
nneighs_9078	S3CS18097D-03-11_S0_L001CNODE_7775_length_4721_cov_28.000214
nneighs_9078	S1CS18097D-03-02_S0_L001CNODE_17535_length_2944_cov_28.200069
nneighs_9078	S2CS18097D-03-07_S0_L001CNODE_6930_length_4416_cov_25.605595
nneighs_9078	S4CS18097D-03-12_S0_L001CNODE_14777_length_3060_cov_23.413644
nneighs_20707	S5CS18097D-03-06_S0_L001CNODE_21074_length_2281_cov_5.639263
nneighs_20707	S4CS18097D-03-12_S0_L001CNODE_29121_length_2004_cov_8.805028
nneighs_20707	S3CS18097D-03-11_S0_L001CNODE_31080_length_2085_cov_5.864532
21878	S3CS18097D-03-11_S0_L001CNODE_30633_length_2104_cov_2.127867
nneighs_14408	S2CS18097D-03-07_S0_L001CNODE_5696_length_4922_cov_23.502774
nneighs_14408	S4CS18097D-03-12_S0_L001CNODE_11365_length_3606_cov_3.304421
24557	S1CS18097D-03-02_S0_L001CNODE_32039_length_2033_cov_3.425683
nneighs_8197	S3CS18097D-03-11_S0_L001CNODE_33392_length_2000_cov_2.370180
nneighs_8197	S1CS18097D-03-02_S0_L001CNODE_15330_length_3198_cov_2.823735
17248	S2CS18097D-03-07_S0_L001CNODE_21143_length_2263_cov_5.873188
18910	S5CS18097D-03-06_S0_L001CNODE_22387_length_2199_cov_3.548507
15943	S1CS18097D-03-02_S0_L001CNODE_25924_length_2315_cov_2.435841
nneighs_7885	S4CS18097D-03-12_S0_L001CNODE_18740_length_2637_cov_11.660728
nneighs_7885	S1CS18097D-03-02_S0_L001CNODE_14602_length_3291_cov_9.201483
nneighs_7885	S2CS18097D-03-07_S0_L001CNODE_13388_length_2979_cov_10.723666
nneighs_7885	S5CS18097D-03-06_S0_L001CNODE_13813_length_2966_cov_9.291996
142	S1CS18097D-03-02_S0_L001CNODE_2141_length_9198_cov_4.369682
11291	S3CS18097D-03-11_S0_L001CNODE_21780_length_2583_cov_4.851266
2491	S2CS18097D-03-07_S0_L001CNODE_9912_length_3567_cov_2.701025
7700	S3CS18097D-03-11_S0_L001CNODE_20940_length_2646_cov_4.705133
20227	S2CS18097D-03-07_S0_L001CNODE_22935_length_2154_cov_3.875655
nneighs_9647	S4CS18097D-03-12_S0_L001CNODE_28537_length_2030_cov_4.445063
nneighs_9647	S1CS18097D-03-02_S0_L001CNODE_19104_length_2791_cov_8.193348
nneighs_8185	S2CS18097D-03-07_S0_L001CNODE_17413_length_2546_cov_13.742674
nneighs_8185	S4CS18097D-03-12_S0_L001CNODE_11830_length_3516_cov_9.832418
nneighs_8185	S1CS18097D-03-02_S0_L001CNODE_15291_length_3202_cov_2.973626
nneighs_14565	S2CS18097D-03-07_S0_L001CNODE_6731_length_4490_cov_6.208568
nneighs_14565	S3CS18097D-03-11_S0_L001CNODE_11258_length_3808_cov_6.654143
nneighs_14565	S2CS18097D-03-07_S0_L001CNODE_18616_length_2446_cov_5.291092
3908	S1CS18097D-03-02_S0_L001CNODE_15597_length_3166_cov_3.405979
1429	S1CS18097D-03-02_S0_L001CNODE_9870_length_4177_cov_8.802280
4511	S4CS18097D-03-12_S0_L001CNODE_14856_length_3051_cov_5.816088
5093	S1CS18097D-03-02_S0_L001CNODE_17460_length_2954_cov_3.189376
11627	S4CS18097D-03-12_S0_L001CNODE_19673_length_2558_cov_3.778266
9656	S4CS18097D-03-12_S0_L001CNODE_14510_length_3094_cov_5.069760
2618	S4CS18097D-03-12_S0_L001CNODE_11796_length_3522_cov_2.995962
nneighs_6513	S2CS18097D-03-07_S0_L001CNODE_7204_length_4313_cov_4.440582
nneighs_6513	S2CS18097D-03-07_S0_L001CNODE_16516_length_2629_cov_4.661228
nneighs_6513	S5CS18097D-03-06_S0_L001CNODE_17608_length_2554_cov_3.578631
nneighs_6513	S5CS18097D-03-06_S0_L001CNODE_17141_length_2598_cov_4.141958
nneighs_6513	S3CS18097D-03-11_S0_L001CNODE_31106_length_2084_cov_3.904879
nneighs_6513	S4CS18097D-03-12_S0_L001CNODE_16496_length_2859_cov_3.667974
nneighs_6513	S3CS18097D-03-11_S0_L001CNODE_12326_length_3617_cov_3.638405
nneighs_6513	S1CS18097D-03-02_S0_L001CNODE_11416_length_3816_cov_2.907737
nneighs_16560	S2CS18097D-03-07_S0_L001CNODE_18972_length_2416_cov_14.129606
nneighs_16560	S3CS18097D-03-11_S0_L001CNODE_31028_length_2087_cov_26.114173
2348	S4CS18097D-03-12_S0_L001CNODE_11286_length_3625_cov_7.627451
nneighs_9306	S2CS18097D-03-07_S0_L001CNODE_20535_length_2303_cov_2.580071
nneighs_9306	S1CS18097D-03-02_S0_L001CNODE_18155_length_2885_cov_3.127562
nneighs_8575	S1CS18097D-03-02_S0_L001CNODE_16200_length_3092_cov_14.579849
nneighs_8575	S3CS18097D-03-11_S0_L001CNODE_6653_length_5156_cov_12.456381
nneighs_8575	S2CS18097D-03-07_S0_L001CNODE_6883_length_4432_cov_8.796893
nneighs_8575	S5CS18097D-03-06_S0_L001CNODE_16206_length_2694_cov_6.291777
nneighs_8575	S4CS18097D-03-12_S0_L001CNODE_11557_length_3567_cov_11.322039
10645	S1CS18097D-03-02_S0_L001CNODE_20963_length_2634_cov_4.539744
7068	S1CS18097D-03-02_S0_L001CNODE_20043_length_2710_cov_12.197740
nneighs_8806	S1CS18097D-03-02_S0_L001CNODE_16842_length_3019_cov_6.285762
nneighs_8806	S4CS18097D-03-12_S0_L001CNODE_11760_length_3528_cov_4.052692
17928	S3CS18097D-03-11_S0_L001CNODE_27683_length_2236_cov_7.195323
6718	S1CS18097D-03-02_S0_L001CNODE_19615_length_2745_cov_3.994796
3108	S4CS18097D-03-12_S0_L001CNODE_12744_length_3361_cov_4.321839
542	S1CS18097D-03-02_S0_L001CNODE_5905_length_5580_cov_5.358190
nneighs_4389	S1CS18097D-03-02_S0_L001CNODE_7240_length_4982_cov_27.448955
nneighs_4389	S5CS18097D-03-06_S0_L001CNODE_2180_length_8517_cov_21.336091
nneighs_4389	S3CS18097D-03-11_S0_L001CNODE_4786_length_6177_cov_33.782261
nneighs_4389	S1CS18097D-03-02_S0_L001CNODE_12364_length_3635_cov_27.885754
nneighs_4389	S2CS18097D-03-07_S0_L001CNODE_1920_length_8620_cov_22.505429
nneighs_4389	S4CS18097D-03-12_S0_L001CNODE_1412_length_11103_cov_22.292542
nneighs_4389	S3CS18097D-03-11_S0_L001CNODE_25355_length_2354_cov_35.877773
nneighs_13333	S1CS18097D-03-02_S0_L001CNODE_31147_length_2071_cov_2.622024
nneighs_13333	S2CS18097D-03-07_S0_L001CNODE_8764_length_3837_cov_3.021946
nneighs_13333	S3CS18097D-03-11_S0_L001CNODE_31841_length_2055_cov_3.955500
nneighs_13333	S5CS18097D-03-06_S0_L001CNODE_19050_length_2432_cov_2.413546
20786	S4CS18097D-03-12_S0_L001CNODE_26277_length_2138_cov_4.322612
6411	S3CS18097D-03-11_S0_L001CNODE_19187_length_2781_cov_6.367205
19968	S3CS18097D-03-11_S0_L001CNODE_29250_length_2163_cov_3.475332
1631	S3CS18097D-03-11_S0_L001CNODE_10353_length_4008_cov_6.012902
24750	S2CS18097D-03-07_S0_L001CNODE_25257_length_2029_cov_4.566869
nneighs_8841	S2CS18097D-03-07_S0_L001CNODE_12204_length_3141_cov_8.576150
nneighs_8841	S1CS18097D-03-02_S0_L001CNODE_16928_length_3011_cov_11.470907
nneighs_8841	S5CS18097D-03-06_S0_L001CNODE_22422_length_2196_cov_12.769267
nneighs_8841	S3CS18097D-03-11_S0_L001CNODE_23804_length_2445_cov_14.574895
2943	S4CS18097D-03-12_S0_L001CNODE_12426_length_3414_cov_2.975290
12953	S5CS18097D-03-06_S0_L001CNODE_18599_length_2471_cov_3.045116
14542	S4CS18097D-03-12_S0_L001CNODE_22038_length_2384_cov_5.178617
nneighs_20197	S3CS18097D-03-11_S0_L001CNODE_32390_length_2035_cov_3.894444
nneighs_20197	S5CS18097D-03-06_S0_L001CNODE_629_length_14895_cov_11.847911
nneighs_20197	S3CS18097D-03-11_S0_L001CNODE_25148_length_2367_cov_3.725779
nneighs_19719	S3CS18097D-03-11_S0_L001CNODE_20412_length_2685_cov_5.978327
nneighs_19719	S5CS18097D-03-06_S0_L001CNODE_20241_length_2338_cov_4.822602
25043	S4CS18097D-03-12_S0_L001CNODE_28746_length_2021_cov_3.099186
17150	S5CS18097D-03-06_S0_L001CNODE_21327_length_2267_cov_4.228752
6703	S4CS18097D-03-12_S0_L001CNODE_17585_length_2747_cov_4.054978
11580	S4CS18097D-03-12_S0_L001CNODE_19624_length_2562_cov_2.931392
4304	S1CS18097D-03-02_S0_L001CNODE_16253_length_3087_cov_3.906662
20583	S5CS18097D-03-06_S0_L001CNODE_23255_length_2144_cov_3.509335
nneighs_13233	S3CS18097D-03-11_S0_L001CNODE_8753_length_4433_cov_10.923938
nneighs_13233	S1CS18097D-03-02_S0_L001CNODE_30776_length_2086_cov_2.289513
nneighs_13233	S5CS18097D-03-06_S0_L001CNODE_2872_length_7444_cov_9.779808
nneighs_13233	S3CS18097D-03-11_S0_L001CNODE_33075_length_2010_cov_8.029668
23988	S3CS18097D-03-11_S0_L001CNODE_32020_length_2048_cov_6.796789
13144	S4CS18097D-03-12_S0_L001CNODE_21001_length_2462_cov_3.424595
17579	S1CS18097D-03-02_S0_L001CNODE_27190_length_2249_cov_3.482224
nneighs_8431	S4CS18097D-03-12_S0_L001CNODE_10682_length_3752_cov_3.353800
nneighs_8431	S1CS18097D-03-02_S0_L001CNODE_15869_length_3131_cov_3.011053
5019	S4CS18097D-03-12_S0_L001CNODE_15545_length_2966_cov_3.146685
nneighs_4661	S1CS18097D-03-02_S0_L001CNODE_7772_length_4798_cov_6.661185
nneighs_4661	S4CS18097D-03-12_S0_L001CNODE_7746_length_4552_cov_5.320658
nneighs_19219	S3CS18097D-03-11_S0_L001CNODE_15497_length_3168_cov_16.255059
nneighs_19219	S5CS18097D-03-06_S0_L001CNODE_13795_length_2969_cov_11.084077
19488	S3CS18097D-03-11_S0_L001CNODE_28904_length_2179_cov_2.335217
nneighs_20023	S5CS18097D-03-06_S0_L001CNODE_8064_length_4136_cov_13.609654
nneighs_20023	S3CS18097D-03-11_S0_L001CNODE_23252_length_2478_cov_18.459348
2033	S1CS18097D-03-02_S0_L001CNODE_11625_length_3771_cov_3.695371
15437	S4CS18097D-03-12_S0_L001CNODE_22710_length_2338_cov_3.426194
13959	S1CS18097D-03-02_S0_L001CNODE_24221_length_2414_cov_5.540483
nneighs_9718	S3CS18097D-03-11_S0_L001CNODE_15275_length_3196_cov_3.178606
nneighs_9718	S1CS18097D-03-02_S0_L001CNODE_19312_length_2772_cov_3.135075
nneighs_9718	S2CS18097D-03-07_S0_L001CNODE_14775_length_2807_cov_3.614826
18051	S3CS18097D-03-11_S0_L001CNODE_27797_length_2231_cov_2.431066
5491	S1CS18097D-03-02_S0_L001CNODE_18013_length_2898_cov_4.893071
23017	S5CS18097D-03-06_S0_L001CNODE_24530_length_2073_cov_2.988107
19409	S3CS18097D-03-11_S0_L001CNODE_28817_length_2182_cov_9.020216
nneighs_58	S3CS18097D-03-11_S0_L001CNODE_185_length_24915_cov_10.526146
nneighs_58	S3CS18097D-03-11_S0_L001CNODE_18107_length_2880_cov_10.686726
nneighs_58	S2CS18097D-03-07_S0_L001CNODE_64_length_35765_cov_8.843461
nneighs_58	S1CS18097D-03-02_S0_L001CNODE_106_length_27722_cov_11.689594
nneighs_58	S3CS18097D-03-11_S0_L001CNODE_3001_length_7867_cov_9.675883
nneighs_58	S4CS18097D-03-12_S0_L001CNODE_68_length_35487_cov_7.424786
nneighs_58	S5CS18097D-03-06_S0_L001CNODE_69_length_35463_cov_6.763585
nneighs_58	S1CS18097D-03-02_S0_L001CNODE_1948_length_9572_cov_12.023852
598	S4CS18097D-03-12_S0_L001CNODE_5632_length_5426_cov_4.572147
12355	S1CS18097D-03-02_S0_L001CNODE_22729_length_2508_cov_6.928659
547	S4CS18097D-03-12_S0_L001CNODE_5389_length_5565_cov_6.780036
6585	S5CS18097D-03-06_S0_L001CNODE_15546_length_2763_cov_2.832349
15366	S4CS18097D-03-12_S0_L001CNODE_22669_length_2341_cov_4.214786
5892	S4CS18097D-03-12_S0_L001CNODE_16658_length_2841_cov_2.768126
nneighs_1792	S3CS18097D-03-11_S0_L001CNODE_6469_length_5230_cov_9.872271
nneighs_1792	S4CS18097D-03-12_S0_L001CNODE_25175_length_2192_cov_13.029481
nneighs_1792	S3CS18097D-03-11_S0_L001CNODE_14981_length_3233_cov_14.836060
nneighs_1792	S2CS18097D-03-07_S0_L001CNODE_4488_length_5580_cov_10.785701
nneighs_1792	S3CS18097D-03-11_S0_L001CNODE_8622_length_4467_cov_13.246374
nneighs_1792	S1CS18097D-03-02_S0_L001CNODE_6037_length_5513_cov_14.338952
nneighs_1792	S4CS18097D-03-12_S0_L001CNODE_3992_length_6559_cov_11.262300
nneighs_1792	S5CS18097D-03-06_S0_L001CNODE_5136_length_5390_cov_8.115089
nneighs_1792	S2CS18097D-03-07_S0_L001CNODE_2584_length_7441_cov_9.718792
nneighs_1792	S4CS18097D-03-12_S0_L001CNODE_7469_length_4650_cov_9.661806
nneighs_1792	S5CS18097D-03-06_S0_L001CNODE_20905_length_2292_cov_8.802414
nneighs_1792	S1CS18097D-03-02_S0_L001CNODE_2775_length_8128_cov_14.344482
nneighs_1792	S5CS18097D-03-06_S0_L001CNODE_9970_length_3628_cov_9.475791
nneighs_9125	S5CS18097D-03-06_S0_L001CNODE_11332_length_3347_cov_2.333232
nneighs_9125	S1CS18097D-03-02_S0_L001CNODE_21686_length_2582_cov_2.756233
nneighs_9125	S1CS18097D-03-02_S0_L001CNODE_17677_length_2930_cov_3.086609
nneighs_9125	S3CS18097D-03-11_S0_L001CNODE_32915_length_2016_cov_3.297807
nneighs_9125	S2CS18097D-03-07_S0_L001CNODE_22567_length_2174_cov_3.359604
nneighs_19734	S3CS18097D-03-11_S0_L001CNODE_20569_length_2672_cov_5.003439
nneighs_19734	S4CS18097D-03-12_S0_L001CNODE_15428_length_2979_cov_4.801642
nneighs_6373	S1CS18097D-03-02_S0_L001CNODE_11130_length_3876_cov_4.324261
nneighs_6373	S5CS18097D-03-06_S0_L001CNODE_25463_length_2025_cov_3.997462
nneighs_8748	S3CS18097D-03-11_S0_L001CNODE_16282_length_3072_cov_5.693735
nneighs_8748	S4CS18097D-03-12_S0_L001CNODE_19569_length_2566_cov_6.166866
nneighs_8748	S1CS18097D-03-02_S0_L001CNODE_16676_length_3037_cov_10.437961
2767	S4CS18097D-03-12_S0_L001CNODE_12090_length_3468_cov_2.692060
nneighs_8635	S1CS18097D-03-02_S0_L001CNODE_16356_length_3074_cov_4.680358
nneighs_8635	S4CS18097D-03-12_S0_L001CNODE_13691_length_3210_cov_6.659905
nneighs_64	S3CS18097D-03-11_S0_L001CNODE_25382_length_2353_cov_6.522193
nneighs_64	S4CS18097D-03-12_S0_L001CNODE_1872_length_9679_cov_4.543329
nneighs_64	S5CS18097D-03-06_S0_L001CNODE_607_length_15102_cov_7.109590
nneighs_64	S1CS18097D-03-02_S0_L001CNODE_116_length_26786_cov_10.570910
